ASIN,Title,Brand,Latest BSR,Reviews,Ratings,Sentiment Score,Details Changed,Lowest Original Price,Highest Original Price,Latest Lowest Selling Price,Latest Hightest Selling Price,Last Day Lowest Selling Price,Last Day Highest Selling Price,Last Day BSR,Estimated Sales,Fulfilled,Availability,Category,Gender
B0B5Z6J5VN,BIBA Women Shirt,Biba,7279,2,5,NA,NA,1399,2599,1399,2599,1399,2599,6581,0,NA,1,Shirts,
B0B5Z93H74,BIBA Women Shirt,Biba,1181,4,5,NA,NA,1299,1509,1299,1509,1299,1509,1952,0,NA,1,Kurtas & Kurtis,
B084KVSZZ4,BIBA Women's Wool Regular Kurta,Biba,10372,37,4,NA,NA,1509,1509,1509,1509,1509,1509,9836,0,NA,1,Kurtas & Kurtis,
B09NP78FFW,BIBA Printed Band Collar Flared Womens Kurta,Biba,,13,4.3,NA,NA,939,1000,939,1000,939,1000,,0,NA,1,Kurtas & Kurtis,
B08KQVWH88,BIBA Women's Cotton Kurta,Biba,8750,150,4.1,NA,NA,869,909,869,909,869,909,8075,0,NA,1,Kurtas & Kurtis,
B08T23C5S7,BIBA Women's Cotton Regular Kurta,Biba,2694,27,4,NA,NA,741.88,899,741.88,899,741.88,899,5095,0,NA,1,Kurtas & Kurtis,
B0835916GG,BIBA Women's Cotton Salwar Suit Set,Biba,422,7,4.3,NA,NA,1600,1600,1600,1600,1600,1600,236,0,NA,1,Kurtas & Kurtis,
B094YRP489,BIBA Women's Alpha Regular Shirt (Work WEA16926_Blue_2XL),Biba,9238,3,4.2,NA,NA,1599,1599,784,784,784,784,8052,0,Fulfilled,1,Kurtas & Kurtis,
B08358XSGT,BIBA Women's Cotton Kurta (NEON CAN1568442_Red_2XL (42)),Biba,9560,1,5,NA,NA,2599,2599,1299,1299,1299,1299,8389,0,Fulfilled,1,Kurtas & Kurtis,
B0B5ZFL7WM,BIBA Solid Cotton Straight Fit Womens Kurta,Biba,1217,1,5,NA,NA,799,1599,799,1599,1599,1599,1525,0,NA,1,Kurtas & Kurtis,
B0957QHMHK,BIBA Women's Rayon Regular Kurta (SHIBORI17023_Yellow_38),Biba,3971,6,4.7,NA,NA,1999,1999,989,989,989,989,2204,0,Fulfilled,1,Kurtas & Kurtis,
B0957QPNBT,BIBA Women's Cotton Regular Salwar Suit Set,Biba,5016,6,4.6,NA,NA,2630.94,3179,2630.94,3179,2630.94,3179,4200,0,NA,1,Kurtas & Kurtis,
B08T1JDY6X,BIBA Women's Cotton Regular Kurta,Biba,2630,122,4,NA,NA,1399,1399,1399,1399,1399,1399,5052,0,NA,1,Kurtas & Kurtis,
B09BD297JB,BIBA Women's Cotton Salwar Kurta Dupatta,Biba,4297,14,4.1,NA,NA,1968.97,2639,1968.97,2639,1968.97,2639,2624,0,NA,1,Kurtas & Kurtis,
B0B5ZFS3DT,BIBA Solid Rayon Straight Fit Womens Kurta,Biba,8293,1,4,NA,NA,1599,1599,809,809,809,809,7516,0,Fulfilled,1,Kurtas & Kurtis,
B09BD123Z1,BIBA Women's Rayon Salwar Kurta Dupatta,Biba,7410,19,4,NA,NA,6500,6500,3499,3499,3499,3499,6775,0,Fulfilled,1,Kurtas & Kurtis,
B09GL57QDJ,BIBA Women Kurta,Biba,5892,4,5,NA,NA,1279.05,1440,1279.05,1440,1279.05,1440,5557,0,NA,1,Kurtas & Kurtis,
B0B5ZBCLT6,BIBA Women Shirt,Biba,5770,2,4,NA,NA,1779,3299,1779,3299,1779,3299,4633,0,NA,1,Kurtas & Kurtis,
B0835BGQK1,BIBA Womens Mandarin Collar Printed Kurta,Biba,8196,16,4,NA,NA,1250,1250,1250,1250,1250,1250,7336,0,NA,1,Kurtas & Kurtis,
B083YK9Q5C,W for Woman Women's Synthetic Straight Kurta,W For Woman,4659,18,4,NA,NA,1007,1007,1007,1007,1007,1007,3408,0,NA,1,Kurtas & Kurtis,
B08359QWNP,BIBA Women's Cotton Kurta,Biba,6838,72,4.1,NA,NA,1440,1440,1440,1440,1440,1440,6373,0,NA,1,Kurtas & Kurtis,
B08WJCG8D4,W for Woman Women's Viscose Regular Kurta,W For Woman,8803,4,4.4,NA,NA,1181,1181,1181,1181,1181,1181,7621,0,NA,1,Kurtas & Kurtis,
B09QLG2417,W for Woman Women's Rayon Regular Kurta,W For Woman,6860,1,5,NA,NA,869,1146,869,1146,869,1146,5803,0,NA,1,Kurtas & Kurtis,
B099NBTRBD,"W for Woman Women Kurta, Pant & Dupatta",W For Woman,2187,24,4.6,NA,NA,1949,1949,1949,1949,1949,2399,1402,0,NA,1,Kurtas & Kurtis,
B083YKPW4B,W for Woman Women's Cotton Kurta,W For Woman,4327,67,4,NA,NA,939,1499,939,1499,939,1125,3854,0,NA,1,Kurtas & Kurtis,
B09M667SSJ,W for Woman Women's Viscose Regular Kurta,W For Woman,3553,16,4.4,NA,NA,919,1999,919,1999,919,1999,2669,0,NA,1,Kurtas & Kurtis,
B08WJ8MQHZ,W for Woman Women's Viscose Regular Kurta,W For Woman,2966,11,4.7,NA,NA,1064,1151,1064,1151,1064,1151,5078,0,NA,1,Kurtas & Kurtis,
B07NBD93PZ,W for Woman Women's Rayon Kurta,W For Woman,12229,5,4,NA,NA,1699,1699,627.91,627.91,627.91,627.91,11093,0,Fulfilled,1,Kurtas & Kurtis,
B08FD46ZTN,W for Woman Women's Rayon Kurta,W For Woman,6070,32,4.1,NA,NA,557.98,689,557.98,689,557.98,689,5081,0,NA,1,Kurtas & Kurtis,
B0968ZF361,W for Woman Women's Cotton Kurta (21FEW14804-115780_Ecru_Regular),W For Woman,4483,1,4,NA,NA,1999,1999,719,719,719,719,2756,0,Fulfilled,1,Kurtas & Kurtis,
B082NWW8TB,W for Woman Women Kurta,W For Woman,9322,56,4.3,NA,NA,669,669,669,669,669,669,8358,0,NA,1,Kurtas & Kurtis,
B09VSQ2F75,W for Woman Women Kurta,W For Woman,6083,8,4.1,NA,NA,819,869,819,869,819,869,5245,0,NA,1,Kurtas & Kurtis,
B09FM3BHNC,W for Woman Women's Polyester Regular Kurta,W For Woman,,1,5,NA,NA,924.01,1219,924.01,1219,924.01,1219,,0,NA,1,Kurtas & Kurtis,
B07LDQ2JP4,W for Woman Women's Synthetic Straight Kurta,W For Woman,10122,82,4,NA,NA,509,849,509,849,509,849,9438,0,NA,1,Kurtas & Kurtis,
B083YL3DYJ,W for Woman Women's Cotton Kurta,W For Woman,773,287,4,NA,NA,649,750,649,750,649,750,729,0,NA,1,Kurtas & Kurtis,
B09VSQHMWV,W for Woman Women's Cotton Regular Kurta,W For Woman,1415,1,4,NA,NA,869,959,869,959,869,959,5522,0,NA,1,Kurtas & Kurtis,
B01I1V5C5C,W for Woman Women's Straight Kurta,W For Woman,2995,7,5,NA,NA,3299,3299,1319,1319,1649,1649,9052,0,Fulfilled,1,Kurtas & Kurtis,
B09HZTJ1HN,W for Woman Women Kurta,W For Woman,6007,7,4.1,NA,NA,689,989,689,989,689,989,5090,0,NA,1,,
B09QL2XTBH,W for Woman Women's Cotton Regular Kurta,W For Woman,9608,1,5,NA,NA,919,999,919,999,919,1999,8856,0,NA,1,Kurtas & Kurtis,
B09QL41S4G,W for Woman Women's Viscose Regular Kurta,W For Woman,6836,3,4,NA,NA,899,1313,899,1313,899,1313,6036,0,NA,1,Kurtas & Kurtis,
B083YL4CX2,W for Woman Women's Cotton Straight Kurta,W For Woman,8562,65,4.3,NA,NA,639,761,639,761,639,761,7989,0,NA,1,Kurtas & Kurtis,
B07J9RWFDS,W for Woman Women's Wool Straight Kurta,W For Woman,9288,13,4.5,NA,NA,1799,1799,1799,1799,1799,1799,8839,0,NA,1,Kurtas & Kurtis,
B0B5ZF5GHM,BIBA Women Shirt,Biba,4538,1,5,NA,NA,1800,1800,1800,1800,1800,1800,3899,0,NA,1,Kurtas & Kurtis,
B09CL56BWC,W for Woman Women's Cotton Regular Kurta,W For Woman,6127,1,4,NA,NA,627,779,627,779,627,779,4889,0,NA,1,Kurtas & Kurtis,
B09CH1F8FD,W for Woman Women's Cotton Regular Kurta,W For Woman,4711,5,4.5,NA,NA,1279.05,1350,1279.05,1350,1279.05,1350,3405,0,NA,1,Kurtas & Kurtis,
B09VSRD66W,W for Woman Women Kurta,W For Woman,9932,1,4,NA,NA,869,1139,869,1139,869,1139,8826,0,NA,1,Kurtas & Kurtis,
B09NPBVS3B,BIBA Women's Cotton Regular Dress Shirt,Biba,8514,1,5,NA,NA,833.9,999,833.9,999,833.9,999,7619,0,NA,1,Dresses,
B083YKPKLL,W for Woman Women's Cotton Kurta,W For Woman,198,3383,4,NA,NA,689,1049,689,1049,689,1049,151,0,NA,1,Kurtas & Kurtis,
B09CH2YVFM,W for Woman Women's Viscose Regular Kurta,W For Woman,7963,9,4.3,NA,NA,683,683,683,683,683,949,7220,0,NA,1,Kurtas & Kurtis,
B083YKN6DK,W for Woman Women Kurta,W For Woman,5035,65,4,NA,NA,855,855,855,855,855,855,4289,0,NA,1,Kurtas & Kurtis,
B09HZT9KK9,W for Woman Women Kurta,W For Woman,6401,1,4,NA,NA,645.85,1499,645.85,1499,645.85,1499,5461,0,NA,1,,
B07JCQQ7KY,W for Woman Women's Wool Straight Kurta,W For Woman,9138,16,4.4,NA,NA,949,949,949,949,949,1499,8340,0,NA,1,Kurtas & Kurtis,
B09CGZL3BS,W for Woman Women's Viscose Regular Kurta,W For Woman,6484,8,4.3,NA,NA,719.26,829,719.26,829,719.26,829,5391,0,NA,1,Kurtas & Kurtis,
B09DPZY2GS,W for Woman Women's Viscose Regular Kurta,W For Woman,9731,2,4,NA,NA,759,1019,759,1019,759,1019,8593,0,NA,1,Kurtas & Kurtis,
B09QKPC2VL,W for Woman Women'S Cotton Kurta Pant With Dupatta (22Fews17783-118492-White-L_Ecru_L),W For Woman,8810,2,4,NA,NA,3799,3799,1859,1859,1859,1859,7870,0,Fulfilled,1,Kurtas & Kurtis,
B083YKV9CV,W for Woman Women's Cotton Kurta,W For Woman,9863,84,4,NA,NA,789,789,789,789,789,849,9077,0,NA,1,Kurtas & Kurtis,
B09VSR5GPB,W for Woman Women's Rayon Regular Kurta,W For Woman,7130,1,5,NA,NA,1219,1499,1219,1499,1219,1499,6258,0,NA,1,Kurtas & Kurtis,
B083YK9Q68,W for Woman Women's Cotton Straight Kurta,W For Woman,530,451,4.1,NA,NA,689,750,689,750,689,750,887,0,NA,1,Kurtas & Kurtis,
B083YL4MDR,W for Woman Women's Cotton Regular Kurta,W For Woman,642,109,4,NA,NA,449,749,449,749,449,749,551,0,NA,1,Kurtas & Kurtis,
B08SWCGZY6,W for Woman Women's Rayon Regular Kurta,W For Woman,6114,8,4.3,NA,NA,591.49,800,591.49,800,591.49,800,4917,0,NA,1,Kurtas & Kurtis,
B083YKXJ6Y,W for Woman Women's Rayon Straight Kurta,W For Woman,7062,181,4.1,NA,NA,669,849,669,849,669,849,6286,0,NA,1,Kurtas & Kurtis,
B09CL6K9VJ,W for Woman Women's Viscose Regular Kurta,W For Woman,7541,1,4,NA,NA,664.66,777.07,664.66,777.07,664.66,777.07,6116,0,NA,1,Kurtas & Kurtis,
B08SWBZ6D4,W for Woman Women's Cotton Regular Kurta,W For Woman,3388,13,4.3,NA,NA,739,863,739,863,739,863,2430,0,NA,1,Kurtas & Kurtis,
B09ZBFRKR1,W for Woman Women's Polyester Solid Regular Kurta (21SKW14766-65626_Black_XL),W For Woman,2187,1,4,NA,NA,1799,1799,635,635,635,635,3238,0,Fulfilled,1,Kurtas & Kurtis,
B083YKDFL2,W for Woman Women's Rayon Regular Kurta,W For Woman,9900,4,4.4,NA,NA,1024.81,1108.81,1024.81,1108.81,1024.81,1108.81,8741,0,NA,1,Kurtas & Kurtis,
B09CH1TD6B,W for Woman Women's Viscose Regular Kurta,W For Woman,6352,2,5,NA,NA,675.14,999,675.14,999,675.14,999,5444,0,NA,1,Kurtas & Kurtis,
B08SW4KHCH,W for Woman Women's Cotton Kurta,W For Woman,9471,9,4.4,NA,NA,739,1279,739,1279,739,1279,8412,0,NA,1,Kurtas & Kurtis,
B083YLB65B,W for Woman Women's Rayon Kurta,W For Woman,11205,38,4.1,NA,NA,679,725.13,679,725.13,679,725.13,2100,0,NA,1,Kurtas & Kurtis,
B09CH2VZHG,W for Woman Women's Viscose Regular Kurta,W For Woman,8292,2,4,NA,NA,717.7,899.59,717.7,899.59,717.7,899.59,7368,0,NA,1,Kurtas & Kurtis,
B083YL77JQ,W for Woman Women's Rayon Kurta,W For Woman,2820,37,4.1,NA,NA,436.25,679,436.25,679,436.25,679,6882,0,NA,1,Kurtas & Kurtis,
B08T17GMY5,BIBA womens Salwar Suit Set,Biba,785,56,4,NA,NA,2159,2159,2159,2159,2159,2159,681,0,NA,1,Salwar Suits,
B09C6LMC85,BIBA Women's Cotton Salwar Suit Set,Biba,431,39,4.1,NA,NA,2669,2679,2669,2679,2669,2679,715,0,NA,1,Salwar Suits,
B08T24VD66,BIBA Women's Cotton A-Line Knee-Length Dress,Biba,712,32,4.1,NA,NA,1333.67,1619,1333.67,1619,1333.67,1619,596,0,NA,1,Dresses,
B08T1K7WJ1,BIBA Women's Cotton Salwar Suit Set,Biba,1437,29,4.1,NA,NA,2068,2068,2068,2068,2068,2068,1380,0,NA,1,Salwar Suits,
B09QH22NLW,BIBA Women's Cotton Salwar Suit Set,Biba,4567,1,5,NA,NA,2249.25,2747,2249.25,2747,2249.25,2747,4475,0,NA,1,Salwar Suits,
B08359K3BH,BIBA Women's Cotton Salwar Suit Set,Biba,1394,15,4,NA,NA,1620.65,1800,1620.65,1800,1620.65,1800,1325,0,NA,1,Salwar Suits,
B09NP4PG1F,BIBA Women Salwar Kurta Dupatta,Biba,699,1,5,NA,NA,1713.76,3999,1713.76,3999,1713.76,2159,595,0,NA,1,Kurtas & Kurtis,
B09NP86G7Y,BIBA Women's Cotton Salwar Kurta Dupatta,Biba,8164,1,5,NA,NA,1843.14,2271,1843.14,2271,1843.14,2271,7032,0,NA,1,Salwar Suits,
B09NTR5KQ2,BIBA Women's Cotton Salwar Kurta Dupatta (188479_Red_XL),Biba,1068,2,4.5,NA,NA,3799,3799,1889,1889,1889,1889,975,0,Fulfilled,1,Salwar Suits,
B09BCZT25P,BIBA Women's Cotton Salwar Kurta Dupatta,Biba,7151,14,4.6,NA,NA,3169,3169,3169,3169,3169,3169,6429,0,NA,1,Salwar Suits,
B09NP714RH,BIBA Women's Cotton Regular Salwar Kurta With Dupatta,Biba,5452,3,4.4,NA,NA,2964.18,3749,2964.18,3749,2964.18,3749,4609,0,NA,1,Salwar Suits,
B09NTQXJY7,BIBA Solid Cotton Mandarin Womens Salwar Kurta Dupatta Set,Biba,1130,11,4.1,NA,NA,2049,2159,2049,2159,2049,2159,1568,0,NA,1,Salwar Suits,
B08G2BN4MP,BIBA Women's cotton a line Salwar Suit Set,Biba,543,17,4.4,NA,NA,1849,1919,1849,1919,1849,1919,359,0,NA,1,Salwar Suits,
B08T15KKFQ,BIBA Women Suit Set,Biba,456,73,4,NA,NA,2139,2159,2139,2159,2139,2159,302,0,NA,1,Salwar Suits,
B083594VBT,BIBA Women's Cotton Salwar_Suit_Set,Biba,766,98,4.2,NA,NA,3069,3250,3069,3250,3069,3250,742,0,NA,1,Salwar Suits,
B09NP726YR,BIBA Printed Cotton V-Neck Womens Salwar Kurta Dupatta Set,Biba,7998,2,4.5,NA,NA,1400,2799,1400,2799,1400,2799,7130,0,NA,1,Salwar Suits,
B08T23192S,BIBA Women's Cotton Straight Suit Set,Biba,1004,110,4.1,NA,NA,3299,3299,1779,1779,1779,1779,930,0,Fulfilled,1,Salwar Suits,
B09NP7KLMP,BIBA Printed Cotton Round Neck Womens Salwar Kurta Dupatta Set,Biba,6545,11,4.1,NA,NA,2689,2689,2689,2689,2497,4995,5549,0,NA,1,Kurtas & Kurtis,
B083597D9V,BIBA Women Salwar Suit Set,Biba,1071,35,4.3,NA,NA,1799,1799,1799,1799,1799,1799,979,0,NA,1,Salwar Suits,
B08359CFWH,BIBA Women Salwar Suit Set,Biba,1374,79,4.1,NA,NA,3139,3309,3139,3309,3139,3309,1341,0,NA,1,Salwar Suits,
B09HM99C6F,BIBA Women's Polyester Salwar Suit Set (SKDRUSTIC S6958_Khaki_32),Biba,1122,2,4.5,NA,NA,1424.92,1899,1424.92,1899,1424.92,1899,1042,0,NA,1,Salwar Suits,
B09S6M1WVS,BIBA women Suit Set,Biba,,1,5,NA,NA,2663.76,3250,2663.76,3250,2663.76,2997,,0,NA,1,Salwar Suits,
B08T1X7JQD,BIBA PEACH-BLUE SALWAR_SUIT_SET (SKD7240_multicoloured_xl),Biba,862,13,4.3,NA,NA,4599,4599,2429,2429,2429,2429,772,0,Fulfilled,1,Salwar Suits,
B08G2BVDR7,BIBA Womens Salwar Kurta Dupatta,Biba,194,542,4,NA,NA,1558.53,1799,1558.53,1799,1558.53,1799,130,0,NA,1,Kurtas & Kurtis,
B09QH1R85P,BIBA Women's Cotton Salwar Suit Set,Biba,24550,3,4.4,NA,NA,1872.92,2000,1872.92,2000,1872.92,2000,24086,0,NA,1,Salwar Suits,
B08359QWD7,BIBA Women Salwar Suit Set,Biba,170,39,4,NA,NA,1560,1560,1560,1560,1560,1560,361,0,NA,1,Salwar Suits,
B0835BC683,BIBA Women Salwar Suit Set,Biba,771,294,4,NA,NA,1979,1979,1979,1979,1979,1979,719,0,NA,1,Salwar Suits,
B098XFGM62,BIBA Women's Cotton Blend Salwar Suit Set (SKD7541_Black_32),Biba,1282,7,4.2,NA,NA,3299,3299,1749,1749,1749,1749,1196,0,Fulfilled,1,Salwar Suits,
B08KQTK4HP,BIBA Women's Cotton Salwar Suit Set,Biba,1206,71,4,NA,NA,1749,1829,1749,1829,1749,1829,1165,0,NA,1,Salwar Suits,
B08358W4MP,BIBA Womens Tie Up Neck Printed Layered Kurta Churidar with Jacket Set,Biba,757,138,4.3,NA,NA,1849,1909,1849,1909,1849,1909,657,0,NA,1,Kurtas & Kurtis,
B09NTR5C59,BIBA Printed Cotton Round Neck Women_s Salwar Kurta Dupatta Set,Biba,1490,6,4,NA,NA,1779,3299,1779,3299,1779,3299,2059,0,NA,1,Salwar Suits,
B09FZQ3WKT,BIBA Women's Polyester Salwar Suit Set,Biba,1225,9,4.1,NA,NA,2228.62,2909,2228.62,2909,2228.62,2909,1169,0,NA,1,Salwar Suits,
B09QH2SN27,BIBA Women's Polyester Salwar Suit Set,Biba,703,11,4,NA,NA,1439,1689,1439,1689,1439,1689,608,0,NA,1,Kurtas & Kurtis,
B098XFSSYD,BIBA Women Cotton Salwar Kurta Dupatta (Skd7074_Red_42),Biba,1370,8,4.4,NA,NA,3799,3799,1799,1799,1799,1799,1297,0,Fulfilled,1,Salwar Suits,
B08359X7C4,BIBA Women's Cotton Salwar Suit Set,Biba,794,99,4,NA,NA,1920,2149,1920,2149,1920,2149,751,0,NA,1,Salwar Suits,
B083594BXL,BIBA Women's Cotton Salwar Suit Set,Biba,894,183,4,NA,NA,2539,2789,2539,2789,2539,2789,856,0,NA,1,Salwar Suits,
B08KQWJ76X,BIBA Womens Salwar Kurta Dupatta,Biba,267,422,4,NA,NA,1108.81,1299,1108.81,1299,1108.81,1559,577,0,NA,1,Kurtas & Kurtis,
B09BD1TV2F,BIBA Women Cotton Salwar Kurta Dupatta (Skdikat Bag7488_Black_42),Biba,1274,1,4,NA,NA,5995,5995,3169,3169,3169,3169,1178,0,Fulfilled,1,Salwar Suits,
B08359QWF7,BIBA Women Salwar Suit Set,Biba,1256,34,4.2,NA,NA,2131.37,2497,2131.37,2497,2131.37,2497,1188,0,NA,1,Salwar Suits,
B09FZPDWM2,BIBA Women's Cotton Salwar Suit Set,Biba,899,6,4,NA,NA,2899,3229,2899,3229,2899,3229,782,0,NA,1,Salwar Suits,
B0835934M9,BIBA Womens Round Neck Slub Palazzo Suit,Biba,549,30,4.1,NA,NA,3095.15,3759,3095.15,3759,3095.15,3759,379,0,NA,1,Salwar Suits,
B07V5GD43Y,BIBA Women's Cotton A-Line Calf Length Salwar Suit Set,Biba,778,202,4,NA,NA,1339,1339,1339,1339,1339,1339,705,0,NA,1,Salwar Suits,
B08359TS9P,BIBA Women's Cotton Salwar Suit Set,Biba,,196,4.2,NA,NA,4995,4995,2549,2549,2549,2549,,0,Fulfilled,1,Salwar Suits,
B08T1QRRDM,BIBA Women's Cotton Straight Suit Set,Biba,278,108,4.1,NA,NA,2093.89,2499,2093.89,2499,2093.89,2499,498,0,NA,1,Salwar Suits,
B08ZHXYQNR,BIBA Women's Cotton Salwar Kurta Dupatta,Biba,237,103,4.1,NA,NA,1999,1999,1999,1999,1999,1999,326,0,NA,1,Kurtas & Kurtis,
B08T1YLHY8,BIBA Women's Cotton Kurta Set(WHITES F16646_38_multicoloured_XL),Biba,454,6,4.3,NA,NA,2999,2999,1528.11,1528.11,1528.11,1528.11,1452,0,Fulfilled,1,Salwar Suits,
B09GNL7RYW,W for Woman Women's Viscose Salwar Suit,W For Woman,4558,3,4,NA,NA,1279.05,1713,1279.05,1713,1279.05,1713,4537,0,NA,1,Salwar Suits,
B08C3BHV3T,W for Woman Womens Rayon Salwar Suit Set,W For Woman,3018,7,4.2,NA,NA,9749,9749,9749,9749,9749,9749,3004,0,NA,1,Salwar Suits,
B08C35GCRT,W for Woman Women Salwar Suit Set,W For Woman,1913,1,5,NA,NA,5589,5929,5589,5929,5589,5929,1833,0,NA,1,Salwar Suits,
B07TYLMC7V,W for Woman Women's Synthetic Salwar Suit Set,W For Woman,3521,21,4,NA,NA,5999,5999,2549,2549,2549,2549,3505,0,Fulfilled,1,Salwar Suits,
B08C35D2PV,W for Woman Women's Rayon Salwar Suit Set,W For Woman,3899,10,4.1,NA,NA,9429,9429,9429,9429,9429,9429,3895,0,NA,1,Salwar Suits,
B07TWFDTSR,W for Woman Women Rayon Salwar Suit Set,W For Woman,1626,87,4.2,NA,NA,1779,1999,1779,1999,1779,1999,1612,0,NA,1,Salwar Suits,
B0822RM84G,W for Woman Women's Synthetic Salwar Suit Set,W For Woman,232,139,4.2,NA,NA,2365,2999,2365,2999,2365,2999,284,0,NA,1,Salwar Suits,
B08HT68THP,W for Woman Women's Cotton Salwar Suit Set,W For Woman,2528,5,4.6,NA,NA,1759,1829,1759,1829,1759,1829,2511,0,NA,1,Salwar Suits,
B084CJMHZ7,W for Woman Women's Rayon Salwar Suit Set,W For Woman,894,161,4,NA,NA,1849,2119,1849,2119,1849,2119,834,0,NA,1,Salwar Suits,
B09GNLXPB9,W for Woman women Salwar Suit,W For Woman,28492,2,4,NA,NA,1066.25,1219,1066.25,1219,1066.25,1219,28257,0,NA,1,Salwar Suits,
B09GNM1V1R,W for Woman Women's Viscose Salwar Suit,W For Woman,22363,1,5,NA,NA,1469,1469,1469,1469,1469,1469,22043,0,NA,1,Salwar Suits,
B08C39JPXJ,W for Woman Women's Rayon Salwar Suit Set,W For Woman,2667,2,4,NA,NA,7999,7999,3899,3899,3899,3899,2590,0,Fulfilled,1,Salwar Suits,
B07SVNJ877,W for Woman Women's Synthetic Salwar Suit Set (SKDPRET COL6269YELLOW_YEL_M (34)),W For Woman,646,3,4.7,NA,NA,7995,7995,4239,4239,4239,4239,446,0,Fulfilled,1,Salwar Suits,
B07SWSQNR6,W for Woman Women's Synthetic Salwar Suit Set (SKDBANARS C6316BLACK_Blk_L (36)),W For Woman,4668,1,5,NA,NA,11500,11500,5549,5549,5549,5549,4672,0,Fulfilled,1,Salwar Suits,
B084CJS3DQ,W for Woman Women's Rayon Salwar Suit Set,W For Woman,4796,1,5,NA,NA,1949,2249,1949,2249,1949,2249,4737,0,NA,1,Salwar Suits,
B08HTCSJTS,W for Woman Women's Cotton Salwar Suit Set,W For Woman,3699,2,4.5,NA,NA,1669,1669,1669,1669,1669,1669,3695,0,NA,1,Salwar Suits,
