ASIN,Question,Answer,Votes,Date
B08DDTG2XX,Is it available hot water system?,Yes,0,29-04-2022
B08DDTG2XX,Will i get samsung warranty card while delivery,Yes,0,29-04-2022
B08DDTG2XX,Whether instalation  will be done,Yes,0,29-04-2022
B08GY3PZQF,Is installation included?,Yes of course.,0,03-07-2022
B08GY3PZQF,Samsung service man told me to don't use trolley. If i use trolley and machine get some problem it will out of warranty.,Spinning problem,0,29-06-2022
B08GY3PZQF,Emi pe kaise le,Credit Card ya debit card ley saktey hoo,0,29-06-2022
B08GY3PZQF,Can we move it easily from one place to another one,You should buy wheel stand.,0,28-06-2022
B08GY3PZQF,This washing machine have waterfall function,Credit card ya debit card ley saktey hoo,0,29-06-2022
B08GY3PZQF,Does it also has dryer ?,Yes,0,26-06-2022
B08GY3PZQF,How long is the power chord,As long as it’s required. Standard length.,0,23-06-2022
B08GY3PZQF,"Is this machine suitable for jeans , blanket, sweater . If yes, which progrrmme should we select ?? Plzz reply","Dear Customer,You can wash Blanket, Jeans, Cotton etc fabrics laundry in this Top Load Washing machine model. You can select normal wash cycle for same. For fabrics like Wool, Silk, Linen and embroidery you can choose delicate wash cycle for best results. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B08GY3PZQF,Is tub stainless steel?,No,0,12-06-2022
B08GY3PZQF,What is the name of center part inside the drum?,"Dear Customer,This Washing Machine Model comes with Center Jet Pulsator. Jets of water generating from the center of the pulsator which improves washing effectiveness by lifting any clothes that falls down onto the surface of the pulsator and thus preventing tangled laundry. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B08GY3PZQF,This model Have wobble technology or not?,"Dear Customer,Thank you for your query. This Washing machine is not available with Wobble Technology. It comes with Center Jet Pulsator. Jets of water generating from the center of the pulsator which improves washing effectiveness by lifting any clothes that falls down onto the surface of the pulsator and thus preventing tangled laundry. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B08GY3PZQF,"How much time it will take for normal wash in samsung auto washing machine, for me it will take 90 minutes",Superb 👍 very good 😊👍,0,10-06-2022
B08GY3PZQF,It will dry clothes automatically after washing?,The machine will only rinse your clothes. You need to hang them up for drying.,0,05-06-2022
B08GY3PZQF,Can i open lid in middle of a cycle ?,"Yes, you can.",0,03-06-2022
B08GY3PZQF,Is this machine dries clothes completely,"No, upto 90%",0,03-06-2022
B08GY3PZQF,Exchang offer,Superb 👌 thank u,0,01-06-2022
B08GY3PZQF,Will they provide extra length of inlet and oulet pipe if required.. During installation,They supply a fixed length (maybe 1.5 mt). The person coming to install can get you longer pipes for water inlet and waste water outflow too. Excellent product and service!,0,28-05-2022
B08GY3PZQF,Can I run this refrigerator on 200ah battery with 900va Inverter?,Thanks 👍 superb,0,01-06-2022
B08GY3PZQF,what is the size of washing machine tub?,20L,0,03-06-2022
B08GY3PZQF,Manufacturing date?,"I recently bought this machine it’s been 15 days working perfectly, good quality as expected just go for it.",0,22-05-2022
B08GY3PZQF,Is it Samsung wooble technology,I dont know. But dont buy samsung product at all. The service is beyond sadness. Installation will happen at the speed of SBI Loan process,0,19-05-2022
B08GY3PZQF,How to claim warrenty in case of motor fault?,"Dear Customer,You can claim warranty through Electronic Bill received on Email/Hard Copy received with product, warranty can be claimed from nearest Samsung authorized service center or call our support team on toll free number 1800-40-7267864 and whats app number 1800-5-7267864. Hope this is of help.Regards,Samsung Indiasee less",0,23-06-2022
B08GY3PZQF,Is the machine water resistant?,Yes,0,15-05-2022
B08GY3PZQF,Can i get it delivered in different city and installation in different city?,Yes,0,15-05-2022
B08GY3PZQF,What will be total warranty of motor? 4 year?s,"Dear Customer,You will get 2 Year comprehensive warranty on product which includes motor warranty. Hope this is of help.Regards,Samsung Indiasee less",0,23-06-2022
B08GY3PZQF,Can we get till 10th of may pin vode 444001?,Superb 👍 thank you,0,10-06-2022
B08GY3PZQF,Any hidden charges?,Hidden sadness? Yes.,0,19-05-2022
B08GY3PZQF,Delivery to 416114,Superb,0,10-06-2022
B08GY3PZQF,can i turn off somehow this beep sound in the end of washing? I don't want to hear this sound,Use cotton,0,02-05-2022
B08GY3PZQF,What is procedure for machine service,Contact Customer care,0,02-05-2022
B08GY3PZQF,"Who will delivered this product delivery partners like (Ecom , Delivery) or Amazon",Concrete on product not delivery partner,0,02-05-2022
B08GY3PZQF,Can someone tell me how it is used in brief??? And does it also dry the clothes or how is it done ?,"Dryer is good but you have to expose to o open air 4 to five hours, in direct Sun light one two two hours. Buy it and experience the   process very simple no rocket science.",0,02-05-2022
B08GY3PZQF,What is the Energy rating of this product?,3star,0,26-04-2022
B08GY3PZQF,Is it working in low water presure,May be,0,02-05-2022
B08GY3PZQF,"What is the total warranty on motor? at some places, it is 10 years and at others, it is just 2 years. whom to believe.",Let them stamp the warranty card first,0,19-05-2022
B08GY3PZQF,Warranty period is not mentioned on warranty card,Superb 👍 thank you,0,10-06-2022
B08GY3PZQF,Is this model can work if select only Wash and rinse?,May be,0,13-04-2022
B08GY3PZQF,Does it have baby care?,"Yes,it is baby care.",0,13-04-2022
B08GY3PZQF,Which model year?,2022,0,13-04-2022
B08GY3PZQF,Is there any installation cost?,Insallation is fully free of cost,0,11-04-2022
B08GY3PZQF,Any hidden cost during installation?,Insallation only free of cosy,0,11-04-2022
B08GY3PZQF,"Cost for installation? Like tap, powder etc.",Insallation free of cost,0,11-04-2022
B08GY3PZQF,Do this machine has floor balance adjuster??,Yes,0,11-04-2022
B08GY3PZQF,Why promotional code deleted,sellers choice,0,14-04-2022
B08GY3PZQF,What is the benefit of this product for prime membership,Speedy delivery and savings.,0,11-04-2022
B08GY3PZQF,This machine can load inverter connection,Yes,0,13-04-2022
B08GY3PZQF,I need Pay on delivery.,No.,0,13-04-2022
B08GY3PZQF,"Which washing powder to be used in this machine's tub,to make it clean?","Dear Customer,You can use any Brand Detergent power or Liquid for Washing purpose meant for Top Load Washing Machine. Most of the brands mention if the product is suitable for Top Load Washing. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B08GY3PZQF,This washing machine having dryer?,"Dear Customer,Thank you for your query. Spin Cycle is available which removes moisture from clothes after washing. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B08GY3PZQF,"What is the exact warranty policy associated with this specific product? (Samsung India website says 120 months warranty, right?)","Dear Customer,You will get 2 years warranty on product and 2 years warranty on motor from Samsung India. Samsung India Official webpage showing same warranty details. For more details you can contact our support team on toll free number 1800-40-7267864 and whats app number 1800-5-7267864. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B08GY3PZQF,"Is that dry washing there,","Dear Customer,Thank you for your query. Air Wash Feature is not available in this Washing Machine model. There is Spin Cycle available which removes moisture from clothes and make laundry dry. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B08GY3PZQF,How much the warrnaty period for motor 2 or 10 years. And if 2 years how to extend it?,2 yrs,0,11-04-2022
B08GY3PZQF,One double bed quilt wash in this machine?,Yes if it's not too heavy,0,13-04-2022
B08GY3PZQF,How to drain water if I do not select Spin function ?,"Dear Customer,The Rinse Cycle will automatically work to drain soapy water out. Also you can select Rinse cycle manually. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B08GY3PZQF,How many Stars,3,0,11-04-2022
B08GY3PZQF,Does this have a dryer ?,Yes it has dryer... it is a fully automatic washing machine...,0,12-07-2022
B08GY3PZQF,Used this machine twice or thrice since my purchase a month ago and the machine wont switch on today so any idea on how to claim warranty,Call the call center,0,12-07-2022
B08GY3PZQF,Will I receive the new model ?,Yes,0,12-07-2022
B08GY3PZQF,Automatic meaning wash rinse spin and even dry?,Correct,0,16-07-2022
B08GY3PZQF,Samsung provide 10 year  warranty on motor but hear only 4 year why,Additional,0,16-07-2022
B08GY3PZQF,What is finial price to purchage the washing machine at 17/7/22,13500,0,17-07-2022
B08GY3PZQF,Tub is steel or plastic,Stanless steel daimond cut design,0,23-07-2022
B08GY3PZQF,Does machine stop if the water pressure is low ?,No,0,23-07-2022
B08GY3PZQF,What is energy saving rating?,"Compared to the earlier machines, i am giving my opinion... 1. Against 2 hrs washing time for 5.5kg, it takes less than an hour to wash 6.5kg 2. It takes lesser water 3. Very clean wash 3. Very low noise even during final spin... and relatively at a shorter time... hope got the reply...lower running time and a good wash... subject to less than 17 days observation, as of now...see less",0,28-07-2022
B08GY3PZQF,Kya spin cancellation ka provision h iss model m,This machine shows each stage of washing in normal mode. You may manually switch off at any stage. So you may stop in spin mode.  Power saver mode also may be used. This is my opinion  as per my understanding of the machine as explained to me by the person who came to install the machine from the company and l am not an expert or technically qualified person.see less,0,03-08-2022
B08GY3PZQF,What is energy saving rating?,"Dear Customer,Thank you for your query. This model is not applicable for energy star rating. However it comes with energy-saving cycle which helps save energy without compromising in wash quality. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B08GY3PZQF,Is it dry cloth also?,"Dear Customer,This Washing Machine comes with Spin cycle to remove moisture from laundry. It also comes with Monsoon cycle to speed up drying process. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B08GY3PZQF,Tub is steel or plastic,"Dear Customer,This Washing machine model drum is made of stainless steel. Diamond Drum’s unique “soft curl”design washes clothes very effectively, while treating them with care. Its smooth,diamond-shaped ridges are gentle on even delicate items. The small water exit holes also prevent fabric from becoming trapped and damaged. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B08GY3PZQF,Does machine stop if the water pressure is low ?,"Dear Customer,Low water pressure will work however it may take time to fill water for washing and start washing cycle. Desired water pressure requirement (Mpa (kg.f/cm2)) of this model is 0.05-0.78 (0.5-8.0) . Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B08GY3PZQF,WHat is the energy saving rating for this model ?,"Dear Customer,Thank you for your query. This model is not applicable for energy star rating. However it comes with energy saving cycle which helps save energy without compromising in wash quality. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B08GY3PZQF,what is the manufacturing date of the said washing machine?,"Dear Customer,This model was first available in 2020 however you will get latest stock depending upon availability. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B08GY3PZQF,What is finial price to purchage the washing machine at 17/7/22,"Dear Customer,To check price after discount please visit Amazon webpage of this model. You can also check additional offers like exchange or card offers. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,Does the lid come down slowly or does it just drops down?,"Dear Customer,Thank you for your query. This Washing Machine model is not available with soft closing door. However it comes with Tempered Glass Window providing durability to door lid. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B0861BRS3B,My machine manufacturing year,2021,0,08-06-2022
B0861BRS3B,Hard water can be use by this machine?,"Yes, but more frequent service might be needed",0,09-06-2022
B0861BRS3B,Is Hitter available in this machine?,"Dear Customer,Thank you for your query. Automatic temperature control feature is not available. You can use hot water in this fully automatic washing machine however temperature should be equal to or below 50°C. Hope this is of help.Regards,Samsung Indiasee less",0,16-06-2022
B0861BRS3B,Is any problem using bore water,Bore water contains Hard Water Which means it will take more water and the cleaning efficiency will be less !! But yes u can use !!,0,27-05-2022
B0861BRS3B,"During Power cut, is it have memory for again start automatically where it finish ? How to set or test. It is not work for me.",Yes automatic work start after power cut where we left,0,30-05-2022
B0861BRS3B,Warranty on site hai kya,"Dear Customer,Yes, Onsite warranty is available for this model from Samsung India. Hope this is of help.Regards,Samsung Indiasee less",0,23-06-2022
B0861BRS3B,What are installation charges? Is purchase of accessories mandatory from installation engineer?,Dont buy it. Its a defective piece,0,14-05-2022
B0861BRS3B,Dose it works with salt water?,No,0,10-05-2022
B0861BRS3B,Its a inventor washing machine?,"Dear Customer,This model has inbuilt digital inverter technology which gives you greater energy efficiency, less noise and long-lasting performance. Digital inverter technology uses strong magnets for a quieter and more powerful performance, but consumes less energy. It provides outstanding durability, backed up by 12 years warranty on motor. Hope this is of help.Regards,Samsung Indiasee less",0,23-06-2022
B0861BRS3B,Drains by gravity via valve of with pump where drain pipe is kept at 100cm,"Dear Customer,Thank you for  your query. A standpipe in height of 90-100 cm is recommended. The drain hose must be connected through the hose clip to the standpipe, and the standpipe must fully cover the drain hose. At the time of installation our service engineer will assist with best possible drainage setting during installation.Hope this is  of help.Regards,Samsung Indiasee less",0,23-06-2022
B0861BRS3B,Drain position,Backside,0,17-05-2022
B0861BRS3B,How to book exchange of old washing machine to new samsung washing machine?,Already available on Amazon,0,11-05-2022
B0861BRS3B,Does it drying,Yes it does drying,0,03-05-2022
B0861BRS3B,Can we adjust water level as per our requirement,It is automatic and it uses its own logic to adjust water level based on the cloths inside,0,03-05-2022
B0861BRS3B,Can we use hard water in this washing machine?,"Dear Customer,You can use hard water for laundry washing. For best results, you can use a softener. Also periodically run Eco Tub Clean cycle. Eco Drum Clean technology keeps your front load washer fresh without using harsh chemicals. And it can even notify you automatically when it needs cleaning. Hope this is of help.Regards,Samsung Indiasee less",0,23-06-2022
B0861BRS3B,If noone calls for installation..who shld we contact ????,Amazon customer care first and then try with Samsung customer care,0,03-05-2022
B0861BRS3B,this machine have in built heater,No,0,03-05-2022
B0861BRS3B,"Is there any Warranty card ,I may have not received it.can I get some pictures",Yes available in box,0,11-05-2022
B0861BRS3B,Hot water available?,No,0,17-05-2022
B0861BRS3B,Does the machine has other colours,Couldn't find any other colors,0,17-05-2022
B0861BRS3B,Where we can add surf in it,there is a place written Detergent !! u can place it there,0,27-05-2022
B0861BRS3B,How many liters of water required for 7kg machine 1 wash?,It takes water automatically,0,27-05-2022
B0861BRS3B,After activation child lock can we deactivate or not and machine cycle working start when it was stopped or not ?,"Dear Customer,You can activate or De-activate child lock without interfering the Washing Cycle which is running. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B0861BRS3B,Hot water wash available or not,"Dear Customer,Thank you for your query. In-Built Heater is not available in this Washing Machine model. However you can use hot water in this fully automatic washing machine having temperature range equal to or below 50°C. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B0861BRS3B,Can wash cycles timing be changed?,"Dear Customer,Yes, You can change Water Level, Wash Time, Rinse Time and Spin Time Manually. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B0861BRS3B,Suitable for hard water or salty water,"Dear Customer,You can use hard water for washing however softner is advisable and using descaler meant for Washing machine. Also periodically run Eco Tub Clean cycle. Eco Drum Clean technology keeps your front load washer fresh without using harsh chemicals. And it can even notify you automatically when it needs cleaning. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B0861BRS3B,Does it dry the clothe,Yes there is a spin dry programme.,0,09-07-2022
B0861BRS3B,Please tell me anyone which washing machine is best,That is a very generic question to answer. This Samsung fully automatic model is quite good. Very silent and couple of new features like monsoon drying etc.. Value for money,0,13-07-2022
B0861BRS3B,Clothes remain wet after spin.. Not sure how to solve this issue..,They won't dry fully. You still have to put it out for drying. Ensure that nothing is blocking the water outlet pipe or that pipe is not clogged. And it is lower level than washing machine.,0,13-07-2022
B0861BRS3B,Can I use bucket water instead of tap optionally I mean once in a while?,Yes you can,0,17-07-2022
B0861BRS3B,Can we delay installation at our conveninet time and date as I am not avialable at home for 3-4 days after delivery ?,"Yes, installation can be scheduled. You will received a call from local service centre and they would ask uou about uohr preferred date and time to schedule the installation.",0,17-07-2022
B0861BRS3B,Product name,"Samsung 7 Kg, 5 star fully automatic inverter washing machine with roller at bottom to keep your washed clothes tangle free.",0,17-07-2022
B0861BRS3B,How to change the delivery date,Call customer care and reschedule,0,17-07-2022
B0861BRS3B,Is this 5 Star rating and does it have inverter built into it?,No inverter built into it its washing machine only,0,17-07-2022
B0861BRS3B,Which year model is this? 2021 or 2022?,2021,0,23-07-2022
B0861BRS3B,How many programs available in this washing machine,"Dear Customer,This washing machine comes with 10 cycles i.e. Aqua Preserve, Delicates, Eco Tub Clean, Energy Saving, Jeans, Normal, Option List (Drain, Adjustable Wash, Rinse, Spin), Quick Wash, Rinse + Spin and Super Clean. Hope this is of help.Regards,Samsung Indiasee less",0,28-07-2022
B0861BRS3B,What's the minimum wash time?,You can do a quick wash of 15mins,0,02-08-2022
B0861BRS3B,Can I Installation it self without avoiding warranty.,"Dear Customer,Installation by Samsung authorized service engineer is recommended. You get a call from support team to book installation request as per your convenient date and time slot. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,Is human interface is button,"Dear Customer,Yes, touch panel is available for controlling and selecting wash cycles as per requirement. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,Which year model is this? 2021 or 2022?,"Dear Customer,This washing machine model is available from 2020 however you will get latest stock as per the availability. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,Only drying is possible,"Dear Customer,You can select Spin cycle/monsoon cycle manually to speed up the drying process. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,Can I use bucket water instead of tap optionally I mean once in a while?,"Dear Customer,In This Samsung fully automotic washing machine water is taken automatically depending upon laundry load however you can also select water level manually as per requirement. Pouring water through bucket is not advisable. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,Does it dry the clothe,"Dear Customer,Thank you for your query. Dryer feature is not available in this Top load fully automatic washing machine. Spin cycle is available to remove moisture from laundry after washing. Also you can select monsoon cycle to speed up the drying process. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,"If we order now,Will you deliver 2022 manufactured product?","Dear Customer,This model is available from 2020 however you will get the latest stock as per availability. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B0861BRS3B,Is this 5 Star rating and does it have inverter built into it?,"Dear Customer,Yes, This washing machine comes with 5 Star energy rating that comes with digital inverter technology motor which gives you greater energy efficiency, less noise and long-lasting performance. Digital inverter technology uses strong magnets for a quieter and more powerful performance but consumes less energy. It provides outstanding durability, backed up by 12 years warranty on motor. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B09T6NH99B,It have drier,Yes,0,05-07-2022
B09T6NH99B,क्या इसमे कपडा सुखाया जा सकता है।,सुखाना तो नहीं कहेंगे परंतु,0,04-06-2022
B09T6NH99B,Motor winding copper or aluminium?,Pur copper,0,31-07-2022
B09T6NH99B,Motor winding coppee or aluminium,Pure copper,0,31-07-2022
B09T6NH99B,Wash and drain motor dono ki warranty hai 5 year ki,Yes,0,31-07-2022
B09T6NH99B,Is it available for open box deleivery?,Yes,0,31-07-2022
B09T6NH99B,Power consumption,Very low,0,31-07-2022
B09T6NH99B,Supply of plastic cover to avoid dust ingress,Yes,0,31-07-2022
B09T6NH99B,Is this product is having outlet pipe to drain water?,Yes. It comes with one bundled.,0,02-08-2022
B08QP41KBP,क्या इसमें ब्लैंकेटdho सकते हैं,Yes small,0,27-04-2022
B083G1WGLF,Waranty kitni,It has 5 year warranty,0,20-06-2022
B083G1WGLF,Iski motor aluminum ki hai ya copper ki,"No sure, because it's completely covered with plastic",0,14-06-2022
B083G1WGLF,Is there a water selector knob (to switch water from wash to drain) on this product,Yes,0,12-06-2022
B083G1WGLF,What is the tub material? Stainless steel or plastic?,Plastic,0,19-05-2022
B083G1WGLF,What is material of the outer body?,Plastic,0,19-05-2022
B083G1WGLF,Warranty kitani hai,1 year,0,19-05-2022
B083G1WGLF,Is it 5star or not,No 0 star,0,19-05-2022
B083G1WGLF,Does impeller moves in both direction,Yes,0,19-05-2022
B083G1WGLF,Is this comes with Inbuilt heater,No,0,19-05-2022
B083G1WGLF,Can i use spin feature and drain same time,Yes,0,13-07-2022
B083G1WGLF,Isme dryer h kya,"इसमे water extractor है, जो पानी निचोड़ के आधे से ज्यादा सूखा देता है, it does not hav hot air dryer like tumble dryer",0,17-07-2022
B08D7RWNWK,Buzzer available in washing machine,Yes buzzer is available,0,02-06-2022
B07WGD8QQT,Where we claim warranty or services??,Whirlpool would help with warranty n services,0,18-06-2022
B07WGD8QQT,Can we return this machine smoothly if there is any damages from vendor?,Yes,0,18-06-2022
B07WGD8QQT,Is there technician comes or not for installation,Yes the technician will came from whirlpool side for installation and will guide you the process to use.,0,28-05-2022
B07WGD8QQT,My washing not move properly means work properly ...,Contact whirlpool,0,18-06-2022
B07WGD8QQT,how many king size bedsheets can be washed at a time,3 to 4,0,25-04-2022
B07WGD8QQT,Does it invade poland?,No,0,25-04-2022
B07WGD8QQT,Is it available inspection on door when deliver,Yes,0,25-04-2022
B07WGD8QQT,i like this washing machine and want to exchange it with the old one i have could you please suggest on how it can be done?,Choose your productTap on buy nowChoose the option to exchangeFill your detailsExchange price options will be shownChoose and place your ordersee less,0,25-04-2022
B07WGD8QQT,"When changing pipe from washer to drier, does it get messy? Is there any chance outside detergent can come back into tub when changing pipe?",Changing pipe is smoothly process.,0,19-07-2022
B07WGD8QQT,"what is the size of machine, length and width",Length and width given in 'details' page.,0,19-07-2022
B08337R52J,Is this 5 year warranty for both wash and spin motors?,Yes,0,24-05-2022
B08337R52J,Dryer capacity,I think 2 to 3 kg,0,14-04-2022
B08337R52J,Is it working properly,Yes.,0,28-07-2022
B08HZ8RBF7,It's taking water very slowly And washing completed is also very late? what can I do For taking water speedly And washing in Less time ??????,"Water intake in this machine is very good..But you need overhead tank with full force water flow,Also need to check your machine intake valve, it also may block by dust due to non cleaness at frequent time.see less",0,11-06-2022
B08HZ8RBF7,In how many  and in which colours this machine is available?,"3 colors, read the description of products",0,11-06-2022
B07NSRNF79,Blanket can be wash in machine or not,Yes but check weight of blanket after sok in water is not more then its capacity.,0,19-05-2022
B08R8DGDSK,Do you send someone for installation and guiding how to use after purchase?,"Yes, whirlpool representative came and demonstrated on how to use washing machine",0,15-06-2022
B08R8DGDSK,Is it 5 star energy consumption?,Yes. It is.,0,07-06-2022
B08R8DGDSK,I want delivery on tomorrow,no,0,07-06-2022
B08R8DGDSK,How many times to need water in this machine,1 time and it will take autometically.,0,14-04-2022
B08R8DGDSK,Jaise every washing machine tub k inner wall per dust net hoti h wesi is machhine me kahan h?,1 time,0,14-04-2022
B08R8DGDSK,Can i just use dryer instead of washing and then drying?,Yes you can use the dryer,0,14-07-2022
B08R8DGDSK,Water fall technology.,no,0,29-07-2022
B07SVFX64L,Does it have inverter,Yes it works on inverter,0,09-07-2022
B084CMDS7B,Does it has touch button panel or push buttons??,all are push buttons... besy washing machine in market... very usefull,0,13-07-2022
B084CMDS7B,Is everyone facing issues with Shaking during spin cycle?,no... if u don't use trolly.. machine shake like hell... always use it with trolly... iron trolly for better stability,0,13-07-2022
B09R1R7NMR,Do this Machine have in build Heater,No,0,15-07-2022
B09R1R7NMR,How many clothes can be washed at a time?,It depends on how big cloths you wash.  Normally I wash 8-10 adult shirts ones.  But this machine is not so good as front load machine.  Better i recommend front load,0,18-07-2022
B072FPNN8K,Does it have dryer,Yes,0,23-07-2022
B072FPNN8K,Can i buy this washing machine in exchange of old ifb machine?,Yes,0,23-07-2022
B072FPNN8K,Is it have wheels,No,0,23-07-2022
B072FPNN8K,Which year model is this,2021,0,23-07-2022
B072FPNN8K,In this machine filter is mandatory,No,0,23-07-2022
B072FPNN8K,does it have aqua store function,No,0,23-07-2022
B07H187SQW,Can we stack a serie 2 bosch dryer under it? Where can we get a stacking kit?,You can get it separately but you won't get with product.,0,24-07-2022
B07NZBLJSK,Is it also work for dryer ?,Not working fully dryer,0,24-07-2022
B08J3KFLBS,What series model wlj2026din is?,This is a Series 4 machine.,0,25-07-2022
B08J3KFLBS,Is it belt driven or direct driven ?,Bosch machines are generally Belt driven unless specified.,0,25-07-2022
B08J3KFLBS,The product images say galvanzied steel but the specification details say its stainless steel. which one is correct?,It's Galvanized steel.,0,25-07-2022
B08J3KFLBS,Do i need a stablizer too ??,If you have frequent power cutoff or too much variation in power supply then it's better to use a stabilizer.,0,25-07-2022
B08J3KFLBS,Does the wlj2026din 6.5 kg bosch washing machine have both tangle wash and anti wrinkle feature and function???,"Anti tangle is available, anti wrinkle is not available.",0,25-07-2022
B08J3KFLBS,Can I set it's temperature manually?,"Yes, depending on the selected program.",0,25-07-2022
B08J3KFLBS,Noise from drum while spinning time,This is not absolutely silent but not too noisy.,0,25-07-2022
