ASIN,Title,Brand,Latest Selling Price,Latest BSR,Reviews,Ratings,Sentiment Score,Details Changed,Marketplace,Original Price,Last Day Selling Price,Last Day BSR,Estimated Sales,Assured,Availability,Category
TLCGD8GGUBH8CN8V,NYCIL Germ Expert Classic Prickly Heat Powder (2x150 g)  (2 x 150 g),Nycil  ,230.0,364.0,4,3.0,NA,NA,FLIPKART,,230.0,476.0,15.0,False,1.0,Talcum Powder
TLCFPF4F9DHMKZDF,NYCIL COOL HERBAL POWDER  (150 g),Nycil  ,160.0,148.0,761,4.2,NA,NA,FLIPKART,250.0,160.0,148.0,23.0,False,1.0,Talcum Powder
TLCFSDFBHCMAAD4M,NYCIL Cool classic HERBAL GERM EXPERT PricklE Heat Powder PACK OF 5  (5 x 150 g),Nycil  ,1138.0,510.0,12,4.4,NA,NA,FLIPKART,1250.0,1138.0,438.0,12.0,False,1.0,Talcum Powder
TLCGDF88NEBZGH7H,NYCIL Germ Expert Cool Herbal Powder (3 x 50 g)  (3 x 50 g),Nycil  ,217.0,607.0,22,3.4,NA,NA,FLIPKART,250.0,217.0,514.0,11.0,False,1.0,Talcum Powder
TLCFSDEH6SU7CVHC,NYCIL Cool classic HERBAL gulaabjal PricklE Heat Powder PACK OF 1  (150 g),Nycil  ,115.0,411.0,28,4.0,NA,NA,FLIPKART,,115.0,530.0,13.0,False,1.0,Talcum Powder
TLCG4S4ZWBQAZNGA,NYCIL Germ Expert Cool Herbal Prickly Heat Powder  (4 x 100 g),Nycil  ,247.0,184.0,413,4.2,NA,NA,FLIPKART,330.0,247.0,124.0,24.0,False,1.0,Talcum Powder
TLCFRQBWCDTBKK54,NYCIL Cool Gulabjal,Nycil  ,309.0,,73,3.9,NA,NA,FLIPKART,399.0,309.0,,,False,1.0,Talcum Powder
TLCFTZCKXJDFVWQP,NYCIL cool classic  (150 g),Nycil  ,152.0,128.0,280,4.1,NA,NA,FLIPKART,215.0,152.0,189.0,24,False,1.0,Talcum Powder
TLCG73JYENANDESM,NYCIL Germ Expert Prickly Heat COOL HERBAL Powder - 2 x 150g Packs  (2 x 150 g),Nycil  ,275.0,410.0,15,4.3,NA,NA,FLIPKART,280.0,275.0,371.0,16,False,1.0,Talcum Powder
TLCGB9W2HFHZRE8H,NYCIL Germ Expert Cool (150gm Each)  (2 x 150 g),Nycil  ,264.0,1076.0,11,4.3,NA,NA,FLIPKART,280.0,264.0,,9,False,1.0,Talcum Powder
TLCF4D7765BAQBFF,NYCIL Cool Gulabjal 150g  (150 g),Nycil  ,230.0,,54,4.1,NA,NA,FLIPKART,,230.0,,,False,1.0,Talcum Powder
TLCG4QCPHNAXQ9U4,NYCIL Germ Expert Prickly Heat COOL GULABJAL Powder - 3 x 150 g Packs  (3 x 150 g),Nycil  ,345.0,467.0,7,4.6,NA,NA,FLIPKART,,345.0,417.0,12,False,1.0,Talcum Powder
TLCFSDEHWE2RTRGG,NYCIL Cool classic HERBAL GERM PricklE Heat Powder PACK OF 1  (150 g),Nycil  ,152.0,927.0,60,4.2,NA,NA,FLIPKART,215.0,152.0,877.0,9,False,1.0,Talcum Powder
TLCGETGWUMZBF32Y,NYCIL Germ Expert cool classic Prickly Heat Powder 150g+50g  (2 x 75 g),Nycil  ,178.0,737.0,7,3.6,NA,NA,FLIPKART,180.0,178.0,929.0,9,False,1.0,Talcum Powder
TLCGH6PGMNGWW2PK,"NYCIL Cool Aloe Prickly heat 150, Pack of 2  (2 x 150 g)",Nycil  ,266.0,1036.0,,4.4,NA,NA,FLIPKART,320.0,266.0,887.0,9,False,1.0,Talcum Powder
TLCFSDENYGTMKT8Y,NYCIL Cool classic HERBAL GERM EXPERT PricklE Heat Powder PACK OF 3  (3 x 150 g),Nycil  ,390.0,177.0,150,3.8,NA,NA,FLIPKART,,390.0,189.0,23,False,1.0,Talcum Powder
TLCG27XKGCUDSKUA,NYCIL Germ Expert Prickly Heat COOL GULABJAL Powder - 2 x 150 g Packs  (2 x 150 g),Nycil  ,266.0,455.0,24,4.4,NA,NA,FLIPKART,280.0,266.0,462.0,12,False,1.0,Talcum Powder
TLCF4D8MAGTRGKZ5,NYCIL Classic Cool Powder1 50g pack of 2  (2 x 75 g),Nycil  ,228.0,,88,3.8,NA,NA,FLIPKART,300.0,228.0,,,False,1.0,Talcum Powder
TLCFUGXYUFMKZKCK,NYCIL Germ Expert Classic pack of 2 150gm each  (2 x 200 g),Nycil  ,305.0,196.0,465,4.2,NA,NA,FLIPKART,325.0,305.0,,20,True,1.0,Talcum Powder
TLCFE7KUSQHMWWGE,NYCIL Cool Classic Prickly Heat Powder  (150 g),Nycil  ,115.0,147.0,468,4.1,NA,NA,FLIPKART,,115.0,118.0,24,False,1.0,Talcum Powder
TLCFSYGXUCED8DQG,NYCIL cool classic herbal 2*150g  (2 x 150 g),Nycil  ,230.0,,72,4.0,NA,NA,FLIPKART,,230.0,,,False,1.0,Talcum Powder
TLCG27XTJFAQ3SHR,NYCIL Germ Expert Prickly Heat CLASSIC Powder - 2 x 150 g Packs  (2 x 150 g),Nycil  ,278.0,437.0,14,4.5,NA,NA,FLIPKART,280.0,278.0,416.0,13,False,1.0,Talcum Powder
TLCFPF4DCWXYJAGV,NYCIL GERM EXPERT CLASSIC,Nycil  ,115.0,604.0,203,4.0,NA,NA,FLIPKART,,115.0,569.0,11,False,1.0,Talcum Powder
TLCFSDEGHD8T6EPH,NYCIL Cool classic HERBAL gulaabjal EXPERT PricklE Heat Powder PACK OF 1  (150 g),Nycil  ,152.0,486.0,91,4.2,NA,NA,FLIPKART,215.0,152.0,386.0,12,False,1.0,Talcum Powder
TLCGHY4JKSS4MCHA,NYCIL Cool lime prickly heat powder 150gm pack of 2  (2 x 150 g),Nycil  ,266.0,,,4.4,NA,NA,FLIPKART,320.0,266.0,,,True,1.0,Talcum Powder
TLCGD4CCFD84JHFP,NYCIL Germ Expert Classic Prickly Heat Powder 150 g  (150 g),Nycil  ,115.0,296.0,21,4.1,NA,NA,FLIPKART,,115.0,314.0,16,False,1.0,Talcum Powder
TLCG5PRXTSHHUHDR,NYCIL Germ Expert Prickly Heat Powder (Cool Lime)  (150 g),Nycil  ,152.0,437.0,206,4.4,NA,NA,FLIPKART,,115.0,409.0,13,False,1.0,Talcum Powder
TLCGCHF5HQJ7U3WZ,NYCIL Germ Expert Prickly Heat COOL CLASSIC Powder - 3 x 150 g Packs  (3 x 150 g),Nycil  ,345.0,,23,4.0,NA,NA,FLIPKART,,345.0,,,False,1.0,Talcum Powder
TLCGD6RM63V8QD9H,NYCIL COOL HERBAL PRICKLY HEAT POWDER 200 GRAMS (50G*4)  (4 x 50 g),Nycil  ,260.0,346.0,,4.0,NA,NA,FLIPKART,280.0,260.0,357.0,16,False,1.0,Talcum Powder
TLCFUXXFZHBZXFRD,NYCIL cool gulabjal 450gm(pack of 3*150gm)  (3 x 150 g),Nycil  ,345.0,401.0,70,4.2,NA,NA,FLIPKART,,345.0,541.0,15,False,1.0,Talcum Powder
TLCG4QCJVDVH72JY,NYCIL Germ Expert Prickly Heat CLASSIC Powder - 3 x 150 g Packs  (3 x 150 g),Nycil  ,399.0,490.0,14,4.4,NA,NA,FLIPKART,450.0,399.0,411.0,12,False,1.0,Talcum Powder
TLCG4S55TSDVSARP,NYCIL Germ Expert Cool Classic 2X150g + Cool Herbal Prickly Heat Powder 2X50g  (4 x 100 g),Nycil  ,258.0,977.0,304,4.3,NA,NA,FLIPKART,290.0,258.0,921.0,9,False,1.0,Talcum Powder
TLCGDZESYH3ZDYZV,NYCIL Germ Expert Prickly Heat COOL CLASSIC Powder - 2 x 150 g Packs  (2 x 150 g),Nycil  ,230.0,541.0,20,4.3,NA,NA,FLIPKART,,230.0,374.0,12,False,1.0,Talcum Powder
TLCGCQVM5H24GMMX,NYCIL Germ Expert Cool Sandal Prickly Heat Powder 150  (150 g),Nycil  ,170.0,559.0,29,4.4,NA,NA,FLIPKART,,170.0,486.0,12,False,1.0,Talcum Powder
TLCETFVXNGBVKHWV,NYCIL Cool Gulabjal Prickly Heat Powder  (150 g),Nycil  ,115.0,189.0,133,4.2,NA,NA,FLIPKART,,115.0,218.0,23,False,1.0,Talcum Powder
TLCFUGSP9VJGFGAF,NYCIL COOL HARBAL  (6 x 50 g),Nycil  ,266.0,823.0,,4.6,NA,NA,FLIPKART,299.0,266.0,731.0,9,False,1.0,Talcum Powder
TLCFSDEZUYPE36SQ,NYCIL Cool classic HERBAL GERM EXPERT PricklE Heat Powder PACK OF 4  (4 x 150 g),Nycil  ,845.0,764.0,15,3.7,NA,NA,FLIPKART,850.0,845.0,878.0,9,False,1.0,Talcum Powder
TLCG4QCM274ZHAFJ,NYCIL Germ Expert Prickly Heat COOL SANDAL Powder - 3 x 150 g Packs  (3 x 150 g),Nycil  ,415.0,463.0,20,4.6,NA,NA,FLIPKART,420.0,415.0,418.0,12,False,1.0,Talcum Powder
TLCFUXS4WKRJ73W4,NYCIL cool gulabjal 300gm(pack of 2*150gm)  (2 x 150 g),Nycil  ,289.0,452.0,460,4.2,NA,NA,FLIPKART,324.0,289.0,387.0,12,True,1.0,Talcum Powder
TLCG94SJHMDDMJYS,Candid Prickly Heat Relief Talc Powder 2 in 1 Cooling 120gm Talcum ( Pack of 4 )  (4 x 120 g),Candid  ,356.0,96.0,20,4.1,NA,NA,FLIPKART,396.0,356.0,,23,True,1.0,Talcum Powder
TLCGFGXYJFAEUNXY,Navratna Cool Talc Mint Fresh - 3 x 100 g Packs  (3 x 100 g),Navratna  ,365.0,424.0,26,4.3,NA,NA,FLIPKART,370.0,365.0,,13,False,1.0,Talcum Powder
TLCGB9Q2RS7HPGHH,Navratna Cool Talc Floral Freeze  (400 g),Navratna  ,195.0,86.0,4035,4.5,NA,NA,FLIPKART,300.0,209.0,89.0,25,True,1.0,Talcum Powder
TLCEUHM7P6X5HZXT,Navratna Mint Fresh Cool Talc|Instant cooling relief|long-lasting effect  (400 g),Navratna  ,156.0,32.0,33561,4.4,NA,NA,FLIPKART,240.0,180.0,20.0,46,True,1.0,Talcum Powder
TLCGB9Q2BYTGR2WR,Navratna Cool Talc SandalFreeze  (400 g),Navratna  ,165.0,104.0,3525,4.4,NA,NA,FLIPKART,300.0,210.0,,24,True,1.0,Talcum Powder
TLCGFGVSTK3UBD5E,Navratna Cool Talc Mint Fresh - 2 x 100 g Packs  (2 x 100 g),Navratna  ,240.0,491.0,39,4.0,NA,NA,FLIPKART,,240.0,547.0,12,False,1.0,Talcum Powder
TLCGFGXYYH5NRTUG,Navratna Cool Talc Active Deo - 3 x 100 g Packs  (3 x 100 g),Navratna  ,358.0,601.0,40,4.1,NA,NA,FLIPKART,360.0,358.0,634.0,11,False,1.0,Talcum Powder
TLCFSUHFAGGHZQUW,Navratna Maxx Cool Talc|8H Cooling Relief|Day Long Cooling|  (400 g),Navratna  ,172.0,41.0,20994,4.4,NA,NA,FLIPKART,240.0,186.0,29.0,38,True,1.0,Talcum Powder
TLCGFYBQ28T36XDY,Navratna Cool Talc Mint Fresh Long Lasting Freshness For Entire Family  (100 g),Navratna  ,160.0,316.0,51,4.3,NA,NA,FLIPKART,180.0,160.0,309.0,15,False,1.0,Talcum Powder
TLCGFGVG93FYH7JG,Navratna Cool Talc Active Deo - 2 x 100 g Packs  (2 x 100 g),Navratna  ,240.0,336.0,67,4.1,NA,NA,FLIPKART,,240.0,,16,False,1.0,Talcum Powder
TLCFH56FJWZ4MBYG,Navratna Cool Talc Active Deo|Long Lasting Freshness|Instant Cooling Relief  (400 g),Navratna  ,168.0,50.0,19501,4.4,NA,NA,FLIPKART,230.0,179.0,59.0,34,True,1.0,Talcum Powder
TLCG8WZFHRA58QNM,Navratna MAXX COOL TALC 400G  (400 g),Navratna  ,269.0,287.0,136,4.4,NA,NA,FLIPKART,270.0,269.0,314.0,18,False,1.0,Talcum Powder
TLCGFCKFZ8RD68NB,DermiCool Prickly Heat Powder Regular 150g With Free Soap  (2 x 75 g),Dermicool  ,249.0,,,,NA,NA,FLIPKART,300.0,249.0,,,False,1.0,Talcum Powder
TLCFYYVFYJJGMRCT,DermiCool Prickly Heat Powder (Menthol)  (2 x 75 g),Dermicool  ,,485.0,,,NA,NA,FLIPKART,,,,12,False,1.0,Talcum Powder
TLCGBWPDW9QBYGCW,"DermiCool Prickly Heat Powder, Lavender 150gm + Dettol Cool Soap 125gm Free  (3 x 275 g)",Dermicool  ,375.0,101.0,176,4.4,NA,NA,FLIPKART,,375.0,,26,True,1.0,Talcum Powder
TLCFMYQPZEZZ7HKM,DermiCool Prickly Heat Regular Powder Ambz - 150G  (3 x 50 g),Dermicool  ,287.0,336.0,401,4.0,NA,NA,FLIPKART,378.0,287.0,321.0,15,False,1.0,Talcum Powder
TLCGCXFYRBGZHSAG,"DermiCool Prickly Heat Powder, Menthol Regular, 150 g  (2 x 75 g)",Dermicool  ,,,,,NA,NA,FLIPKART,,,,,False,1.0,Talcum Powder
TLCG27ZRVQJCAGH6,DermiCool Prickly Heat Powder Regular Menthol 150G  (2 x 150 g),Dermicool  ,255.0,251.0,63,4.2,NA,NA,FLIPKART,350.0,255.0,288.0,19,False,1.0,Talcum Powder
TLCGBWPDHCZXJDKM,"DermiCool Prickly Heat Powder, Regular 150gm + Dettol Cool Soap 125gm Free  (2 x 275 g)",Dermicool  ,250.0,86.0,947,4.4,NA,NA,FLIPKART,250.0,247.0,145.5,23,True,1.0,Talcum Powder
TLCGCXGEJJCKHRVG,"DermiCool Prickly Heat Powder, Menthol Regular, 150 g (3 x 50 g)  (3 x 50 g)",Dermicool  ,284.0,857.0,23,3.1,NA,NA,FLIPKART,399.0,284.0,897.0,9,False,1.0,Talcum Powder
TLCG2HDH6YH5BXKD,SHOWER TO SHOWER Sandal Pack of 2  (2 x 150 g),Shower To Shower  ,190.0,341.0,46,4.1,NA,NA,FLIPKART,210.0,190.0,201.0,16,False,1.0,Talcum Powder
TLCG2S55AAPGGUPH,SHOWER TO SHOWER Mint pack of 10  (10 x 150 g),Shower To Shower  ,999.0,779.0,,4.5,NA,NA,FLIPKART,1050.0,999.0,726.0,9,False,1.0,Talcum Powder
TLCGF5FYWQZZXEWY,SHOWER TO SHOWER Sandal pack of 3  (3 x 150 g),Shower To Shower  ,290.0,379.0,60,4.4,NA,NA,FLIPKART,315.0,290.0,486.0,14,False,1.0,Talcum Powder
TLCG2S5FYC8WPBYA,SHOWER TO SHOWER Cologne pack of 10  (10 x 150 g),Shower To Shower  ,978.0,257.0,,4.2,NA,NA,FLIPKART,1050.0,978.0,271.0,19,False,1.0,Talcum Powder
TLCGYP9UGMYDZRDG,SHOWER TO SHOWER PICKLY HEAT POWDER PAACK OF 2  (2 x 150 g),Shower To Shower  ,201.0,169.0,598,4.3,NA,NA,FLIPKART,210.0,201.0,179.0,17,False,1.0,Talcum Powder
TLCGYQDZZZHTYVHW,SHOWER TO SHOWER hower o hower prickly heat powder Super cool with mint 150g(pack of 3)  (3 x 150 g),Shower To Shower  ,280.0,237.0,90,4.3,NA,NA,FLIPKART,315.0,280.0,171.0,19,False,1.0,Talcum Powder
TLCG2HDNMK6GSXGG,SHOWER TO SHOWER Cologne pack of 5  (5 x 150 g),Shower To Shower  ,474.0,419.0,27,4.2,NA,NA,FLIPKART,525.0,474.0,,13,False,1.0,Talcum Powder
TLCG2FSKMK9HZKMS,SHOWER TO SHOWER Cologne Cool (150Gm X 3)  (3 x 150 g),Shower To Shower  ,259.0,139.0,63,4.4,NA,NA,FLIPKART,315.0,259.0,137.0,24,False,1.0,Talcum Powder
TLCFY5HFXXUST39G,SHOWER TO SHOWER Mint pack of 7  (7 x 50 g),Shower To Shower  ,134.0,264.0,143,4.2,NA,NA,FLIPKART,280.0,134.0,339.0,18,False,1.0,Talcum Powder
TLCG48JNFAY6Y8B7,SHOWER TO SHOWER 6PC COOL MINT POWDER,Shower To Shower  ,217.0,309.0,111,4.2,NA,NA,FLIPKART,270.0,217.0,351.0,16,False,1.0,Talcum Powder
TLCG2HDUGHHSZYM5,SHOWER TO SHOWER Cologne pack of 6  (6 x 150 g),Shower To Shower  ,599.0,584.0,28,4.3,NA,NA,FLIPKART,638.0,599.0,506.0,11,False,1.0,Talcum Powder
TLCG28Y8FCFMZMJT,SHOWER TO SHOWER Prickly Heat Powder COLOGNE COOL - 2 x 150 g Packs  (2 x 150 g),Shower To Shower  ,182.0,88.0,225,4.2,NA,NA,FLIPKART,210.0,182.0,124.0,25,False,1.0,Talcum Powder
TLCG2ZYYCHCG8UG7,SHOWER TO SHOWER Mint pack of 5  (6 x 125 g),Shower To Shower  ,593.0,598.0,,3.5,NA,NA,FLIPKART,630.0,593.0,597.0,11,False,1.0,Talcum Powder
TLCG2AGMXP4DZBCJ,SHOWER TO SHOWER Cologne 150 g pack of 3  (3 x 150 g),Shower To Shower  ,280.0,,143,4.3,NA,NA,FLIPKART,315.0,280.0,,,False,1.0,Talcum Powder
TLCFXFQ9SM3GMUTT,SHOWER TO SHOWER mint 50g pack of 10  (10 x 50 g),Shower To Shower  ,225.0,872.0,47,4.0,NA,NA,FLIPKART,400.0,225.0,898.0,9,False,1.0,Talcum Powder
TLCG2S4RQXYSBYNA,SHOWER TO SHOWER Cologne pack of 8  (8 x 150 g),Shower To Shower  ,799.0,374.0,8,3.9,NA,NA,FLIPKART,840.0,799.0,394.0,15,True,1.0,Talcum Powder
TLCFZZUN6NVUGQHC,SHOWER TO SHOWER Cologne pack of 5,Shower To Shower  ,116.0,198.0,65,4.0,NA,NA,FLIPKART,350.0,116.0,224.0,19,False,1.0,Talcum Powder
TLCG2S4VYWBGGMDC,SHOWER TO SHOWER Mint pack of 8  (8 x 150 g),Shower To Shower  ,799.0,698.0,,4.5,NA,NA,FLIPKART,840.0,799.0,644.0,9,False,1.0,Talcum Powder
TLCG28YBGHKUZWP9,SHOWER TO SHOWER Prickly Heat Powder SANDAL - 2 x 150 g Packs  (2 x 150 g),Shower To Shower  ,187.0,179.0,82,4.0,NA,NA,FLIPKART,210.0,187.0,188.0,20,False,1.0,Talcum Powder
TLCG2VXJYQVBVGG4,"SHOWER TO SHOWER Talcum Powder super cool, sandal, cologne 150g(pack of 3)  (3 x 150 g)",Shower To Shower  ,290.0,489.0,11,4.3,NA,NA,FLIPKART,315.0,290.0,498.0,12,False,1.0,Talcum Powder
TLCFY5CQAFB5QNED,SHOWER TO SHOWER mint 50g pack of 20  (20 x 50 g),Shower To Shower  ,405.0,404.0,,3.5,NA,NA,FLIPKART,800.0,405.0,374.0,15,False,1.0,Talcum Powder
TLCGA5KZJCQQUF5D,SHOWER TO SHOWER Mint pack 20 + mint pack of 5 free  (25 x 50 g),Shower To Shower   ,359.0,443.0,15,4.0,NA,NA,FLIPKART,800.0,359.0,337.0,12,False,1.0,Skin Brightening Cream
TLCG3PEXMPFZ2GFG,SHOWER TO SHOWER cologue cool powder  (2 x 150 g),Shower To Shower  ,190.0,201.0,78,4.1,NA,NA,FLIPKART,210.0,190.0,198.0,18,False,1.0,Talcum Powder
